"IDRSSD"	RIAD0093	RIAD3196	RIAD3521	RIAD4010	RIAD4011	RIAD4012	RIAD4020	RIAD4024	RIAD4056	RIAD4058	RIAD4059	RIAD4060	RIAD4065	RIAD4069	RIAD4070	RIAD4073	RIAD4074	RIAD4079	RIAD4080	RIAD4092	RIAD4093	RIAD4107	RIAD4115	RIAD4135	RIAD4150	RIAD4172	RIAD4180	RIAD4185	RIAD4200	RIAD4217	RIAD4230	RIAD4300	RIAD4301	RIAD4302	RIAD4313	RIAD4320	RIAD4340	RIAD4507	RIAD4508	RIAD4513	RIAD4518	RIAD4531	RIAD5415	RIAD5416	RIAD8431	RIAD8757	RIAD8758	RIAD8759	RIAD8760	RIAD8761	RIAD8762	RIAD8763	RIAD9106	RIADA220	RIADA251	RIADA517	RIADA518	RIADA530	RIADB485	RIADB486	RIADB487	RIADB488	RIADB489	RIADB490	RIADB491	RIADB492	RIADB493	RIADB494	RIADB496	RIADB497	
	INTEREST EXPENSE ON SAVING DEPOSITS	RELZD GAINS(LOSS) ON AVL-FR-SLE SECS	RELZD GAINS(LOSS) ON HLD-TO-MAT SECS	INTEREST AND FEES ON LOANS	INT & FEE ON LOANS SECURED BY R.E	INT & FEES ON C & I LOANS	INCOME&FEES-FED FUNDS SOLD & SEC PUR	INT&FEE ON LNS TO FINANCE AGRIC PROD	INT&FEE ON LNS TO FGN GOVT&OFFL INST	INT & FEE ON OTH LNS IN DOMESTIC OFF	INT&FEE ON LNS IN FGN OFF,EDGE&AGREE	INT&DIV INC ON: ALL OTHER SECURITIES	INCOME FROM DIRECT LEASE FINANCING	INTEREST INCOME FROM TRADING ASSETS	INCOME FROM FIDUCIARY ACTIVITIES	TOTAL INTEREST EXPENSE	NET INTEREST INCOME	TOTAL NONINTEREST INCOME	SERVICE CHARGES ON DEP ACCTS-DOM OFF	OTHER NONINTEREST EXPENSE	TOTAL NONINTEREST EXPENSE	TOTAL INTEREST INCOME	INTEREST ON BAL WITH DEPOSIT INST	SALARIES AND EMPLOYEE BENEFITS	# OF FULL-TIME EQUIVALENT EMPLOYEES	INTEREST ON DEPOSITS-FOREIGN OFFICES	EXPENSE OF FED FUNDS PUR & SEC SOLD	INT ON TRDNG LIABS & OT BORRWED MONE	INTEREST ON SUBORD NOTES & DEBENT	EXP OF BK PREM, FURNITURE, ETC	PROVISION FOR CREDIT LOSSES	NET INCOME BEFORE EXTRAORDINARY ITEM	INCOME(LOSS) BEFORE INCOME TAXES ETC	APPLICABLE INCOME TAXES	ESTIMATED OTHER TAX-EXEMPT INCOME	EXTRAORDINARY ITEMS&OTH ADMTS, NET	NET INCOME	TAX-EXEMPT SECS ISSUED BY ST&POL SUB	INT ON TRANS ACCTS(NOW,ATS&TELEPHON)	INT EXPENSE INCURRED	OTHER INTEREST INCOME	AMORTZTN EXP OF INTANGIBLE ASSETS	NET GAINS(LOSSES)ON OTHER RE OWNED	NET GAINS(LOSSES)ON SALES OF LOANS	FEE INCM FRM SLE&SERVCG OF MUTL FNDS	TRDG REVNU FROM INT RATE EXPOSURES	TRDG REVNU FROM FGN EXCH EXPOSURES	TRDG REVNU FROM EQTY SEC EXPOSURES	TRDG REVNU FROM COMMODITY&OTHER	NET INCREASE(DECREASE) TO INT INCOME	NET INCREASE(DECREASE) TO INT EXPNSE	OTHER (NONINTEREST ALLOCATIONS)	ACQUISITION DATE	TRADING REVENUE	CR LOSSES ON OFF-BALC SHEET DERIVTVS	TIME DEPOSITS OF $100,000 OR MORE	TIME DEPOSITS OF LESS THAN $100,000	DOES THE RPRTNG BK HAV A SUBCHPTR S?	INTEREST INCOME: CREDIT CARDS	INTEREST INCOME: OTHER INDIVIDUAL	INTEREST INC: OTHER LOANS-DOMESTIC	INT&DIV INCOME: U.S.TREA SEC,ETC	INT&DIV INCOME: MORTGAGE-BACK SECUR	NONINT INC: INV BANKING, ETC	NONINT INC: VENTURE CAPITAL REVENUE	NONINT INC: NET SERVICING FEES	NONINT INC: NET SECURITIZATION INCOM	NONINT INC: INSURANCE COMMISS&FEES	NET GAINS(LOSS): SALES OF OTHR ASSET	OTHER NONINTEREST INCOME	
37	117	0	2	2043	1332	42	78	0	0	53		150	0	0	0	1221	1460	151	126	270	947	2681	0	584	27		0	0	0	93	90	435	576	141	47	0	435	145	120	32	0	0	-2	0	0	0	0	0	0				0	0		218	766	false	0	616		358	52	0	0	0	0	0	0	27	
242	44	0	0	606			22					66	0	0	0	395	477	54	36	79	337	872	0	201	14		0	33	0	57	0	142	194	52	0	0	142	41	47	0	0	0	0	0	0	0	0	0	0				0	0		35	236	false				174	4	2	0	0	0	4	0	12	
279	120	24	0	940	798	21	57	0	0	50		188	3	0	0	1990	1099	138	100	313	965	3089	10	561	30		0	174	0	91	0	258	296	38	2	0	258	176	64	0	0	0	0	0	0	0	0	0	0				0	0		222	1410	false	0	71		725	1166	0	0	0	0	0	0	38	
354	29	0	0	162			6					10	0	0	0	143	145	9	8	54	143	288	0	62	3		1	0	0	27	0	8	11	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0				0	0		26	87	false				106	4	0	0	0	0	0	0	1	
439	282	0	0	5071	3216	987	349	0	0	256		76	0	0	0	2848	3311	508	437	649	2496	6159	0	1420	73		0	0	0	281	0	886	1323	437	107	0	886	76	156	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0		792	1618	false	0	612		491	172	0	0	0	0	0	-12	83	
457	66	0	0	538			15					22	0	0	0	315	421	61	42	60	242	736	4	151	6		0	0	0	31	0	154	240	86	2	0	154	21	17	0	0	0	0	0	0	0	0	0	0				0	0		23	209	false				139	18	0	0	0	0	0	0	19	
505	1149	66	0	6736	4672	1027	78	0	0	86		435	0	0	248	3771	4750	851	368	1457	4471	8521	1	2298	123		38	95	0	631	1082	83	114	31	57	0	83	435	95	0	52	85	0	0	20	0	0	0	0	0	0	0	0	0		1029	1365	false	15	936		562	657	20	0	0	0	1	0	214	
1146	809	0	0	11600	7340	1571	49		0	0		63	0	0	414	5167	7644	11184	613	2967	14820	12811	150	9593	370		45	90	326	2205	350	2215	3658	1443	0	0	2215	3	156	0	39	55	31	0	97					0	0	0	0	0		1130	2611	false	2064	625		817	93	106	0	3236	0	9	28	6747	
1155	109	1	2	3911	2299	1057	61	166	0	187		306	0	0	5	2631	2254	519	388	585	1605	4885	1	826	48		217	0	0	194	90	800	1081	281	0	0	800	306	289	0	19	0	0	0	51	0	0	0	0	0	0	0	0	0		580	1436	false	58	310		536	51	42	0	0	0	13	0	71	
1351	187	0	0	2325	1017	628	138	168	0	171		134	10	0	0	1592	1580	187	134	164	836	3172	0	559	23		0	0	0	113	45	617	886	269	10	0	617	134	108	0	0	0	0	0	0	0	0	0	0				0	0		362	935	false	0	509		565	0	0	0	0	0	0	0	53	
1454	1214	43	0	6193	2558	1091	540	268	0	268		439	0	0	563	3640	5934	1687	547	1366	5278	9574	149	3040	141		0	0	0	862	50	2334	2336	2	0	0	2334	348	379	0	32	10	0	-37	126	0	0	0	0	0	0	0	0	0		615	1432	true	98	2178		1427	794	126	0	13	0	15	0	460	
1557	52	0	0	845	330	46	92	290	0	420		47	0	0	0	623	626	36	31	85	392	1249	0	243	11		0	1	0	64	0	182	270	88	0	0	182	47	34	8	0	0	0	0	0	0	0	0	0				0	0		109	427	false	0	49		265	0	0	0	0	0	0	0	5	
1632	1022	28	0	6614	4239	1597	0	387	0	423		106	0	0	0	3606	4336	802	574	930	2665	7942	0	1486	67		397	11	0	249	195	1513	2306	793	36	0	1513	89	432	17	0	0	0	0	12	0	0	0	0	0	0	0	0	0		791	953	false	0	355		1119	103	13	0	0	0	15	0	200	
1669	522	0	0	2853	1630	384	333	0	0	118		202	0	0	0	4442	3763	636	545	498	1855	8205	423	1018	65		0	12	0	251	75	1694	2469	775	2	0	1694	200	557	31	21	88	0	0	0	0	0	0	0	0	0	0	0	0		868	2483	false	0	721		4365	8	0	0	0	0	6	0	85	
1829	570	-8	0	4363	3161	853	0	0	0	37		1204	283	0	0	3353	5093	665	554	1475	3877	8446	82	1850	102		2	0	0	552	265	1346	1608	262	41	0	1346	968	99	0	0	0	-29	2	0	0	0	0	0	0	0	0	0	0		630	2052	false	39	273		1064	1450	0	0	0	0	-2	0	140	
1856	40	11	0	202			17					0	0	0	0	161	171	50	33	61	198	332	29	104	8		0	0	0	33	0	34	34	0	0	0	34	0	15	0	0	0	0	0	0	0	0	0	0				0	0		38	68	false				4	80	0	0	0	0	0	9	8	
1959	127	0	0	287			34					0	0	0	0	242	383	17	14	55	229	625	24	155	7		0	0	0	19	0	109	171	62	0	0	109	0	0	0	3	0	0	0	0	0	0	0	0				0	0		8	107	false				277	0	0	0	0	0	0	0	3	
2040	510	0	0	4189	1392	2296	23	0	0	20		304	0	0	58	2550	2174	628	202	352	1412	4724	6	833	41		10	498	0	227	90	917	1300	383	20	0	917	300	77	0	33	0	106	50	0	0	0	0	0	0	0	0	0	0		388	1067	false	21	460		80	89	0	0	0	0	8	142	56	
2161	250	0	0	2408	1455	245	184	0	0	8		0	0	0	0	1604	1811	406	338	475	1341	3415	185	687	34		0	0	0	179	6	583	870	287	0	0	583	0	199	0	2	0	0	0	0	0	0	0	0				0	0		423	732	false	43	657		601	35	0	0	0	0	6	0	62	
2376	1830	0	0	13227	13214	0	634	0	0	0		799	0	0	0	12618	9582	1434	167	1480	4794	22200	3	2712	102		275	0	0	602	200	3896	6022	2126	0	0	3896	0	373	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1249	8891	false	0	13		4537	2862	0	0	0	0	0	0	1267	
2451	13	0	0	446			6					10	0	0	0	254	234	48	25	40	157	488	3	104	5		0	33	0	13	25	97	100	3	1	0	97	10	7	2	0	0	0	0	0	0	0	0	0				0	0		61	140	true				23	0	0	0	13	0	7	0	3	
2554	5	0	0	202			4					6	0	0	0	85	159	15	12	32	97	244	0	50	4		0	3	0	15	12	74	65	-9	0	0	74	0	11	0	0	0	0	0	0	0	0	0	0				0	0		13	53	true				32	0	0	0	0	0	0	0	3	
2732	1001	-1	0	11378	7905	3206	292	0	0	0		1123	0	0	93	6319	7244	713	452	1158	5459	13563	0	3357	125		8	6	0	818	150	1687	2347	660	0	0	1687	1070	222	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	2567	2515	false	0	267		769	1	0	0	0	0	0	0	168	
2750	134	0	0	1861	659	182	64	964	0	964		33	0	0	0	1201	861	78	55	209	750	2062	0	471	18		0	81	0	70	182	7	7	0	0	0	7	0	38	44	0	0	0	0	0	0	0	0	0				0	0		261	687	true	0	56		104	0	0	0	0	0	0	0	23	
2938	799	40	0	9204	5612	2152	0	389	0	389		114	0	0	0	4444	5877	1253	990	1162	3560	10321	4	1957	93		661	316	0	441	252	2145	3358	1213	1	0	2145	114	160	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0		1458	1050	false	0	1051		882	108	0	0	0	0	76	0	187	
2956	235	0	0	3100	2554	133	276	0	0	137		82	0	0	0	2423	1818	132	181	433	1307	4241	1	685	43		0	0	0	189	73	386	570	184	0	0	386	82	125	15	0	0	-83	0	0	0	0	0	0	0	0	0	0	0		763	1300	false	0	276		782	0	0	0	0	0	0	0	34	
3252	296	0	0	2621	502	486	87	1341	0	1341		76	7	0	0	1457	1937	342	267	345	1140	3394	0	707	31		3	2	0	88	100	768	1039	271	7	0	768	76	138	25	6	0	0	0	0	0	0	0	0				0	0		345	673	false	0	292		597	0	0	0	0	0	11	26	38	
3458	29	0	0	353			43					11	0	0	0	392	355	42	35	60	209	747	86	115	8		45	0	0	34	0	125	188	63	0	0	125	11	43	0	0	0	0	0	0	0	0	0	0				0	0		78	197	false				254	0	0	0	0	0	1	0	6	
3506	5018	118	0	21425	19105	2075	436	0	0	3		809	1904	0	0	12626	16527	2239	1224	2970	11345	29153	0	6077	219		353	411	0	2224	380	4857	7159	2302	182	0	4857	286	197	52	136	74	0	96	99					0	0	0	0	0	0	787	5860	false	59	183		1022	3421	99	0	0	0	12	0	808	
3579	348	31	0	6041	3774	1389	9	0	0	2		548	0	0	6	3682	3157	688	520	1003	2912	6839	1	1361	68		74	490	0	485	127	636	837	201	2	0	636	407	410	0	53	63	17	0	0	0	0	0	0	0	0	0	0	0		602	1758	false	0	876		97	90	0	0	18	0	15	-31	143	
3720	185	0	0	3048	2299	238	56	119	0	167		191	0	0	0	2084	2412	592	421	533	1720	4496	0	984	50		25	314	0	203	32	889	1252	363	48	0	889	168	150	23	0	0	-10	0	0	0	0	0	0	0	0	0	0	0		297	1113	false	0	344		992	209	0	0	0	0	11	0	170	
3953	166	0	0	2459	668	686	40	945	0	946		0	25	0	0	785	1744	350	225	431	1295	2529	0	693	34		0	0	0	171	100	699	699	0	0	0	699	0	94	0	0	0	0	0	0	0	0	0	0				0	0		113	412	true	0	159		5	0	0	0	27	0	4	0	94	
4138	679	44	0	4371	3087	413	133	0	0	87		288	0	0	0	3011	2953	529	493	570	2250	5964	0	1290	76		0	167	0	390	102	802	1174	372	0	0	802	288	85	45	0	0	-6	0	13	0	0	0	0	0	0	0	0	0		836	1244	false	0	784		836	336	13	0	0	0	6	-19	42	
4147	367	0	0	2572	1856	266	80	0	0	10		251	0	0	0	1623	1682	332	72	417	1304	3305	32	782	30		0	290	0	105	18	477	692	215	0	0	477	0	59	0	9	0	0	0	0	0	0	0	0				0	0		135	772	false	39	401		350	11	16	0	44	0	0	0	200	
4156	116	0	0	2277	1315	341	1	406	0	406		68	7	0	0	1227	1521	264	217	301	923	2748	1	516	24		0	281	0	106	8	813	854	41	0	0	813	20	94	0	0	0	0	0	1	0	0	0	0				0	0		262	475	true	0	215		394	0	1	0	0	0	0	0	46	
4231	147	71	0	1950	1292	159	59	85	0	99		112	0	0	0	1503	1476	209	173	303	1012	2979	0	592	34		0	0	0	117	30	524	714	190	13	0	524	112	127	0	0	0	0	0	0	0	0	0	0				0	0		524	705	false	0	400		436	422	0	0	0	0	4	0	32	
4437	812	0	0	3964	2601	573	105	0	0	51		109	4	0	2	2257	2416	295	203	625	1644	4673	21	720	41		107	93	0	299	70	667	997	330	43	0	667	72	137	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0		254	854	false	0	739		470	0	0	0	0	0	13	0	77	
4745	9	0	0	241			8					0	0	0	0	155	180	21	17	41	146	335	0	97	4		1	0	0	7	1	35	53	18	2	0	35	0	18	0	0	1	0	0	0	0	0	0	0				0	0		21	106	false				86	0	0	0	0	0	0	0	4	
4839	518	27	0	5447	4339	354	61	0	0	45		611	0	0	58	3210	3851	879	704	900	3229	7061	7	1756	74		24	432	0	559	210	1306	1318	12	0	0	1306	399	32	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0		953	1251	true	0	709		283	652	0	0	0	0	0	0	117	
5005	803	129	0	6537	6004	484	254	0	0	0		1098	0	0	0	4645	3813	625	89	898	3636	8458	9	2034	79		0	728	0	680	90	599	841	242	0	0	599	29	103	4	60	24	0	0	3	0	0	0	0	0	0	0	0	0		764	2247	false	0	49		329	171	3	0	0	0	361	0	172	
5050	316	0	0	2283	931	440	0	0	0	0		151	0	0	0	1370	1648	343	213	333	1216	3018	83	669	35		0	13	0	214	60	685	715	30	0	0	685	131	79	0	17	0	0	0	0	0	0	0	0				0	0		394	568	true	8	904		336	148	4	0	0	0	7	0	119	
5069	203	0	0	10648	10591	56	1329	0	0	0		102	0	0	0	6916	5227	94	15	328	1063	12143	3	2498	32		0	0	0	-1763	0	4096	4258	162	0	0	4096	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3474	3206	true	0	1		61	0	0	0	0	0	0	0	79	
5135	272	-9	0	2433	1149	611	246	377	0	416		116	8	0	0	1637	1712	216	160	407	979	3349	2	433	23		0	0	0	114	0	636	940	304	38	0	636	116	143	5	13	25	-3	0	0	0	0	0	0	0	0	0	0	0		503	719	false	13	244		491	40	0	0	0	0	6	-12	65	
